CustomerKey,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
11092,222,3,8110.0199999999995,2,4,4,10,Loyal
11093,235,3,8180.0,2,4,4,10,Loyal
11094,18,3,235.89000000000001,4,4,2,10,Loyal
11095,218,3,8158.009999999999,2,4,4,10,Loyal
11096,183,3,8063.039999999999,2,4,4,10,Loyal
11097,189,3,8099.03,2,4,4,10,Loyal
11098,105,3,88.96,3,4,2,9,Loyal
11099,212,3,8215.99,2,4,4,10,Loyal
11100,175,3,8172.509999999999,2,4,4,10,Loyal
11101,214,3,8262.52,2,4,4,10,Loyal
11102,51,3,102.91,4,4,2,10,Loyal
11103,237,3,8182.5,2,4,4,10,Loyal
11104,228,3,8173.03,2,4,4,10,Loyal
11105,238,3,8095.99,2,4,4,10,Loyal
11106,228,3,8079.049999999999,2,4,4,10,Loyal
11107,222,3,8171.009999999999,2,4,4,10,Loyal
11108,220,3,8124.04,2,4,4,10,Loyal
11109,219,3,8245.01,2,4,4,10,Loyal
11110,162,3,8093.03,3,4,4,11,Champions
11111,160,3,8136.999999999999,3,4,4,11,Champions
11112,149,3,8295.02,3,4,4,11,Champions
11113,283,3,109.88000000000001,1,4,2,7,Potential Loyalist
11114,34,3,122.89,4,4,2,10,Loyal
11115,27,3,113.71000000000001,4,4,2,10,Loyal
11116,105,3,148.7,3,4,2,9,Loyal
11117,218,3,8184.99,2,4,4,10,Loyal
11118,3,3,123.80000000000001,4,4,2,10,Loyal
11119,67,2,85.22,4,3,2,9,Loyal
11120,132,3,8242.49,3,4,4,11,Champions
11121,86,3,58.16,4,4,2,10,Loyal
11122,160,3,42.92999999999999,3,4,1,8,Potential Loyalist
11123,4,3,149.84,4,4,2,10,Loyal
11124,225,3,8129.0199999999995,2,4,4,10,Loyal
11125,210,3,79.69,2,4,2,8,Potential Loyalist
11126,87,3,4972.37,4,4,4,12,Champions
11127,120,2,43.980000000000004,3,3,1,7,Potential Loyalist
11128,170,2,143.94,2,3,2,7,Potential Loyalist
11129,385,2,5873.26,1,3,4,8,Potential Loyalist
11130,51,1,37.29,4,1,1,6,At Risk
11131,6,5,165.91,4,4,2,10,Loyal
11132,295,1,2371.9399999999996,1,1,3,5,At Risk
11133,30,1,71.96000000000001,4,1,2,7,Potential Loyalist
11134,87,3,4911.83,4,4,4,12,Champions
11135,286,1,2334.97,1,1,3,5,At Risk
11136,391,1,2380.47,1,1,3,5,At Risk
11137,9,2,202.57,4,3,2,9,Loyal
11138,29,2,78.97,4,3,2,9,Loyal
11139,104,2,83.97,3,3,2,8,Potential Loyalist
11140,316,1,39.99,1,1,1,3,Lost
11141,123,2,113.96000000000001,3,3,2,8,Potential Loyalist
11142,16,17,980.77,4,4,3,11,Champions
11143,41,2,48.56,4,3,1,8,Potential Loyalist
11144,369,1,2399.97,1,1,3,5,At Risk
11145,369,1,2309.97,1,1,3,5,At Risk
11146,136,3,112.92999999999999,3,4,2,9,Loyal
11147,105,3,8195.5,3,4,4,11,Champions
11148,57,3,126.24000000000001,4,4,2,10,Loyal
11149,61,3,41.26,4,4,1,9,Loyal
11150,198,3,192.42000000000002,2,4,2,8,Potential Loyalist
11151,101,3,8087.3099999999995,3,4,4,11,Champions
11152,385,1,2294.99,1,1,3,5,At Risk
11153,306,2,109.77,1,3,2,6,At Risk
11154,384,1,2319.99,1,1,3,5,At Risk
11155,388,1,2319.99,1,1,3,5,At Risk
11156,386,1,2389.97,1,1,3,5,At Risk
11157,140,2,41.28,3,3,1,7,Potential Loyalist
11158,375,1,2395.9599999999996,1,1,3,5,At Risk
11159,83,2,48.559999999999995,4,3,1,8,Potential Loyalist
11160,342,1,2322.2799999999997,1,1,3,5,At Risk
11161,79,2,93.95,4,3,2,9,Loyal
11162,345,1,2329.9799999999996,1,1,3,5,At Risk
11163,177,2,46.27,2,3,1,6,At Risk
11164,177,2,144.76,2,3,2,7,Potential Loyalist
11165,238,2,102.49000000000001,2,3,2,7,Potential Loyalist
11166,54,2,87.96000000000001,4,3,2,9,Loyal
11167,62,2,3126.33,4,3,4,11,Champions
11168,74,2,3136.5899999999997,4,3,4,11,Champions
11169,127,2,81.26,3,3,2,8,Potential Loyalist
11170,31,2,157.23,4,3,2,9,Loyal
11171,83,3,6716.55,4,4,4,12,Champions
11172,18,2,128.94,4,3,2,9,Loyal
11173,36,2,102.49000000000001,4,3,2,9,Loyal
11174,188,2,48.56,2,3,1,6,At Risk
11175,87,3,6710.55,4,4,4,12,Champions
11176,2,28,1320.01,4,4,3,11,Champions
11177,107,2,135.25,3,3,2,8,Potential Loyalist
11178,248,2,144.76,2,3,2,7,Potential Loyalist
11179,20,2,125.44,4,3,2,9,Loyal
11180,126,2,138.45,3,3,2,8,Potential Loyalist
11181,202,2,41.28,2,3,1,6,At Risk
11182,24,2,81.26,4,3,2,9,Loyal
11183,230,2,46.27,2,3,1,6,At Risk
11184,112,2,68.25,3,3,2,8,Potential Loyalist
11185,3,27,1616.31,4,4,3,11,Champions
11186,22,2,41.28,4,3,1,8,Potential Loyalist
11187,176,2,107.48,2,3,2,7,Potential Loyalist
11188,8,2,81.26,4,3,2,9,Loyal
11189,358,2,5944.219999999999,1,3,4,8,Potential Loyalist
11190,13,2,46.269999999999996,4,3,1,8,Potential Loyalist
11191,84,3,6743.58,4,4,4,12,Champions
11192,126,2,113.96000000000001,3,3,2,8,Potential Loyalist
11193,164,2,41.28,3,3,1,7,Potential Loyalist
11194,52,2,105.75,4,3,2,9,Loyal
11195,99,2,105.75,3,3,2,8,Potential Loyalist
11196,127,2,162.28,3,3,2,8,Potential Loyalist
11197,193,2,207.56,2,3,2,7,Potential Loyalist
11198,350,2,98.47,1,3,2,6,At Risk
11199,104,2,131.75,3,3,2,8,Potential Loyalist
11200,9,27,1463.38,4,4,3,11,Champions
11201,142,2,180.94,3,3,2,8,Potential Loyalist
11202,130,2,73.98,3,3,2,8,Potential Loyalist
11203,49,17,801.77,4,4,3,11,Champions
11204,80,2,77.27000000000001,4,3,2,9,Loyal
11205,113,2,37.29,3,3,1,7,Potential Loyalist
11206,244,2,77.27000000000001,2,3,2,7,Potential Loyalist
11207,103,2,77.27000000000001,3,3,2,8,Potential Loyalist
11208,134,2,134.23,3,3,2,8,Potential Loyalist
11209,7,2,37.29,4,3,1,8,Potential Loyalist
11210,145,2,70.76,3,3,2,8,Potential Loyalist
11211,22,17,793.5500000000001,4,4,3,11,Champions
11212,12,17,827.19,4,4,3,11,Champions
11213,142,2,77.27000000000001,3,3,2,8,Potential Loyalist
11214,71,2,162.28,4,3,2,9,Loyal
11215,45,17,1155.52,4,4,3,11,Champions
11216,358,2,5948.24,1,3,4,8,Potential Loyalist
11217,349,2,5953.25,1,3,4,8,Potential Loyalist
11218,25,2,39.58,4,3,1,8,Potential Loyalist
11219,5,2,39.58,4,3,1,8,Potential Loyalist
11220,47,2,50.230000000000004,4,3,2,9,Loyal
11221,104,2,46.27,3,3,1,7,Potential Loyalist
11222,62,2,207.96,4,3,2,9,Loyal
11223,23,27,1205.38,4,4,3,11,Champions
11224,57,3,6685.59,4,4,4,12,Champions
11225,145,2,73.25,3,3,2,8,Potential Loyalist
11226,304,2,37.29,1,3,1,5,At Risk
11227,353,2,5910.219999999999,1,3,4,8,Potential Loyalist
11228,12,2,77.27000000000001,4,3,2,9,Loyal
11229,4,2,81.26,4,3,2,9,Loyal
11230,51,2,54.22,4,3,2,9,Loyal
11231,78,2,64.26,4,3,2,9,Loyal
11232,77,2,39.58,4,3,1,8,Potential Loyalist
11233,235,2,179.43,2,3,2,7,Potential Loyalist
11234,132,2,76.27000000000001,3,3,2,8,Potential Loyalist
11235,24,2,138.45000000000002,4,3,2,9,Loyal
11236,23,2,113.96000000000001,4,3,2,9,Loyal
11237,65,4,10566.38,4,4,4,12,Champions
11238,274,4,7542.7699999999995,1,4,4,9,Loyal
11239,246,4,7511.549999999999,2,4,4,10,Loyal
11240,261,4,7586.23,2,4,4,10,Loyal
11241,92,7,11469.1882,3,4,4,11,Champions
11242,56,7,11068.0082,4,4,4,12,Champions
11243,234,4,7164.25,2,4,4,10,Loyal
11244,194,4,7175.75,2,4,4,10,Loyal
11245,49,4,10580.35,4,4,4,12,Champions
11246,40,4,10575.33,4,4,4,12,Champions
11247,165,4,7131.509999999999,3,4,4,11,Champions
11248,199,1,38.47,2,1,1,4,Lost
11249,136,4,9890.27,3,4,4,11,Champions
11250,176,4,7116.25,2,4,4,10,Loyal
11251,103,1,2318.9599999999996,3,1,3,7,Potential Loyalist
11252,42,3,6685.5599999999995,4,4,4,12,Champions
11253,57,16,696.61,4,4,3,11,Champions
11254,46,2,203.92000000000002,4,3,2,9,Loyal
11255,304,2,113.96000000000001,1,3,2,6,At Risk
11256,105,2,81.26,3,3,2,8,Potential Loyalist
11257,46,3,6677.38,4,4,4,12,Champions
11258,198,2,49.230000000000004,2,3,1,6,At Risk
11259,40,3,6770.599999999999,4,4,4,12,Champions
11260,220,2,81.26,2,3,2,7,Potential Loyalist
11261,37,3,6650.599999999999,4,4,4,12,Champions
11262,7,27,1126.82,4,4,3,11,Champions
11263,50,3,6754.0599999999995,4,4,4,12,Champions
11264,60,2,3182.27,4,3,4,11,Champions
11265,391,1,2351.9599999999996,1,1,3,5,At Risk
11266,374,2,5922.23,1,3,4,8,Potential Loyalist
11267,387,2,5943.23,1,3,4,8,Potential Loyalist
11268,74,2,98.25,4,3,2,9,Loyal
11269,141,2,42.28,3,3,1,7,Potential Loyalist
11270,387,2,5984.219999999999,1,3,4,8,Potential Loyalist
11271,372,2,5973.24,1,3,4,8,Potential Loyalist
11272,381,2,5975.23,1,3,4,8,Potential Loyalist
11273,251,2,273.23,2,3,3,8,Potential Loyalist
11274,339,2,5888.24,1,3,4,8,Potential Loyalist
11275,382,2,5955.23,1,3,4,8,Potential Loyalist
11276,7,27,988.32,4,4,3,11,Champions
11277,13,27,1434.99,4,4,3,11,Champions
11278,391,2,5908.25,1,3,4,8,Potential Loyalist
11279,221,2,44.57,2,3,1,6,At Risk
11280,174,2,77.27000000000001,2,3,2,7,Potential Loyalist
11281,383,2,5921.19,1,3,4,8,Potential Loyalist
11282,392,2,5998.73,1,3,4,8,Potential Loyalist
11283,154,2,44.57,3,3,1,7,Potential Loyalist
11284,272,2,55.480000000000004,1,3,2,6,At Risk
11285,95,2,127.76,3,3,2,8,Potential Loyalist
11286,374,2,5954.219999999999,1,3,4,8,Potential Loyalist
11287,1,27,1167.07,4,4,3,11,Champions
11288,161,2,77.27000000000001,3,3,2,8,Potential Loyalist
11289,378,2,5905.48,1,3,4,8,Potential Loyalist
11290,367,2,5933.25,1,3,4,8,Potential Loyalist
11291,375,2,5873.26,1,3,4,8,Potential Loyalist
11292,394,2,5910.219999999999,1,3,4,8,Potential Loyalist
11293,320,2,85.22,1,3,2,6,At Risk
11294,26,2,42.28,4,3,1,8,Potential Loyalist
11295,385,2,6058.25,1,3,4,8,Potential Loyalist
11296,365,2,5897.53,1,3,4,8,Potential Loyalist
11297,343,2,5948.24,1,3,4,8,Potential Loyalist
11298,342,2,5922.23,1,3,4,8,Potential Loyalist
11299,339,2,6015.24,1,3,4,8,Potential Loyalist
11300,29,27,1500.52,4,4,3,11,Champions
11301,110,2,131.26,3,3,2,8,Potential Loyalist
11302,361,2,5938.19,1,3,4,8,Potential Loyalist
11303,340,2,5875.55,1,3,4,8,Potential Loyalist
11304,282,2,122.21,1,3,2,6,At Risk
11305,178,2,77.27000000000001,2,3,2,7,Potential Loyalist
11306,144,2,42.28,3,3,1,7,Potential Loyalist
11307,355,2,5964.219999999999,1,3,4,8,Potential Loyalist
11308,14,2,94.26,4,3,2,9,Loyal
11309,24,2,42.28,4,3,1,8,Potential Loyalist
11310,36,2,77.27000000000001,4,3,2,9,Loyal
11311,138,2,77.27000000000001,3,3,2,8,Potential Loyalist
11312,241,2,42.28,2,3,1,6,At Risk
11313,64,2,44.57,4,3,1,8,Potential Loyalist
11314,57,2,47.53,4,3,1,8,Potential Loyalist
11315,43,2,42.28,4,3,1,8,Potential Loyalist
11316,382,1,2349.9799999999996,1,1,3,5,At Risk
11317,345,2,5873.26,1,3,4,8,Potential Loyalist
11318,82,2,44.57,4,3,1,8,Potential Loyalist
11319,339,2,5930.23,1,3,4,8,Potential Loyalist
11320,163,2,72.21000000000001,3,3,2,8,Potential Loyalist
11321,246,2,37.29,2,3,1,6,At Risk
11322,253,2,44.57,2,3,1,6,At Risk
11323,364,2,6074.54,1,3,4,8,Potential Loyalist
11324,358,2,5945.23,1,3,4,8,Potential Loyalist
11325,363,2,6044.2,1,3,4,8,Potential Loyalist
11326,343,2,5948.24,1,3,4,8,Potential Loyalist
11327,362,2,5915.54,1,3,4,8,Potential Loyalist
11328,297,2,4718.04,1,3,4,8,Potential Loyalist
11329,353,2,5898.26,1,3,4,8,Potential Loyalist
11330,7,27,1136.3500000000001,4,4,3,11,Champions
11331,5,27,1329.31,4,4,3,11,Champions
11332,388,2,5754.969999999999,1,3,4,8,Potential Loyalist
11333,199,3,8163.3099999999995,2,4,4,10,Loyal
11334,186,3,8154.0199999999995,2,4,4,10,Loyal
11335,390,2,5744.25,1,3,4,8,Potential Loyalist
11336,389,2,4441.3796,1,3,4,8,Potential Loyalist
11337,194,3,8161.999999999999,2,4,4,10,Loyal
11338,395,2,5744.95,1,3,4,8,Potential Loyalist
11339,369,2,4379.0782,1,3,4,8,Potential Loyalist
11340,392,2,4413.0581999999995,1,3,4,8,Potential Loyalist
11341,194,3,8192.0,2,4,4,10,Loyal
11342,201,1,48.97,2,1,1,4,Lost
11343,189,3,8221.99,2,4,4,10,Loyal
11344,190,3,8119.8099999999995,2,4,4,10,Loyal
11345,394,2,4404.0882,1,3,4,8,Potential Loyalist
11346,352,2,4503.048199999999,1,3,4,8,Potential Loyalist
11347,319,1,13.98,1,1,1,3,Lost
11348,304,1,67.97,1,1,2,4,Lost
11349,16,1,67.97,4,1,2,7,Potential Loyalist
11350,358,1,38.47,1,1,1,3,Lost
11351,154,3,8068.03,3,4,4,11,Champions
11352,273,1,13.98,1,1,1,3,Lost
11353,174,3,8078.0199999999995,2,4,4,10,Loyal
11354,57,1,22.97,4,1,1,6,At Risk
11355,125,1,13.98,3,1,1,5,At Risk
11356,90,3,5069.29,3,4,4,11,Champions
11357,92,3,4943.8,3,4,4,11,Champions
11358,76,3,5034.78,4,4,4,12,Champions
11359,56,3,4960.07,4,4,4,12,Champions
11360,38,3,5025.8,4,4,4,12,Champions
11361,66,2,114.96000000000001,4,3,2,9,Loyal
11362,127,2,77.27,3,3,2,8,Potential Loyalist
11363,42,3,5035.8099999999995,4,4,4,12,Champions
11364,34,3,4921.82,4,4,4,12,Champions
11365,38,3,5024.79,4,4,4,12,Champions
11366,167,2,77.27,3,3,2,8,Potential Loyalist
11367,65,2,86.26,4,3,2,9,Loyal
11368,59,3,5106.24,4,4,4,12,Champions
11369,33,2,118.96000000000001,4,3,2,9,Loyal
11370,120,2,79.97,3,3,2,8,Potential Loyalist
11371,32,2,74.98,4,3,2,9,Loyal
11372,46,3,4965.8099999999995,4,4,4,12,Champions
11373,155,1,38.47,3,1,1,5,At Risk
11374,289,1,68.97,1,1,2,4,Lost
11375,104,1,13.98,3,1,1,5,At Risk
11376,106,1,78.48,3,1,2,6,At Risk
11377,335,1,83.97,1,1,2,4,Lost
11378,349,2,4436.3895999999995,1,3,4,8,Potential Loyalist
11379,337,2,4426.0581999999995,1,3,4,8,Potential Loyalist
11380,360,2,5837.91,1,3,4,8,Potential Loyalist
11381,164,3,8161.0199999999995,3,4,4,11,Champions
11382,347,2,4344.0882,1,3,4,8,Potential Loyalist
11383,28,1,48.97,4,1,1,6,At Risk
11384,180,1,48.97,2,1,1,4,Lost
11385,207,1,13.98,2,1,1,4,Lost
11386,88,1,68.97,3,1,2,6,At Risk
11387,303,3,6958.799999999999,1,4,4,9,Loyal
11388,278,3,6986.749999999999,1,4,4,9,Loyal
11389,73,1,68.97,4,1,2,7,Potential Loyalist
11390,83,1,48.97,4,1,1,6,At Risk
11391,95,1,33.98,3,1,1,5,At Risk
11392,306,1,28.99,1,1,1,3,Lost
11393,197,1,13.98,2,1,1,4,Lost
11394,180,3,8161.969999999999,2,4,4,10,Loyal
11395,343,2,5729.969999999999,1,3,4,8,Potential Loyalist
11396,95,1,28.99,3,1,1,5,At Risk
11397,206,1,38.47,2,1,1,4,Lost
11398,180,3,8114.04,2,4,4,10,Loyal
11399,291,1,13.98,1,1,1,3,Lost
11400,194,3,6967.78,2,4,4,10,Loyal
11401,327,3,5020.8696,1,4,4,9,Loyal
11402,302,3,5059.3296,1,4,4,9,Loyal
11403,246,3,5033.1396,2,4,4,10,Loyal
11404,353,1,33.98,1,1,1,3,Lost
11405,304,1,53.99,1,1,2,4,Lost
11406,354,2,4415.0382,1,3,4,8,Potential Loyalist
11407,220,1,53.99,2,1,2,5,At Risk
11408,330,1,34.47,1,1,1,3,Lost
11409,366,2,4444.0682,1,3,4,8,Potential Loyalist
11410,359,2,4464.0682,1,3,4,8,Potential Loyalist
11411,178,1,38.47,2,1,1,4,Lost
11412,110,4,9879.96,3,4,4,11,Champions
11413,146,4,7189.75,3,4,4,11,Champions
11414,136,4,7191.7699999999995,3,4,4,11,Champions
11415,166,1,13.98,3,1,1,5,At Risk
11416,269,3,4928.0581999999995,1,4,4,9,Loyal
11417,45,7,11248.458200000001,4,4,4,12,Champions
11418,43,1,39.980000000000004,4,1,1,6,At Risk
11419,216,2,231.75,2,3,2,7,Potential Loyalist
11420,61,7,11200.7696,4,4,4,12,Champions
11421,112,4,9780.04,3,4,4,11,Champions
11422,87,4,7075.2699999999995,4,4,4,12,Champions
11423,101,4,9904.97,3,4,4,11,Champions
11424,283,1,43.980000000000004,1,1,1,3,Lost
11425,39,6,10528.6282,4,4,4,12,Champions
11426,295,1,34.99,1,1,1,3,Lost
11427,101,4,9917.99,3,4,4,11,Champions
11428,99,4,9954.26,3,4,4,11,Champions
11429,36,6,10468.3796,4,4,4,12,Champions
11430,316,1,84.98,1,1,2,4,Lost
11431,121,4,9912.98,3,4,4,11,Champions
11432,35,6,9330.1996,4,4,4,12,Champions
11433,137,6,12909.6682,3,4,4,11,Champions
11434,198,2,70.46000000000001,2,3,2,7,Potential Loyalist
11435,25,1,34.99,4,1,1,6,At Risk
11436,224,2,81.76,2,3,2,7,Potential Loyalist
11437,41,1,53.99,4,1,2,7,Potential Loyalist
11438,358,1,34.99,1,1,1,3,Lost
11439,101,6,12489.1696,3,4,4,11,Champions
11440,308,1,78.48,1,1,2,4,Lost
11441,21,1,43.980000000000004,4,1,1,6,At Risk
11442,122,1,34.99,3,1,1,5,At Risk
11443,120,3,8235.0,3,4,4,11,Champions
11444,241,3,8136.0199999999995,2,4,4,10,Loyal
11445,215,3,8098.03,2,4,4,10,Loyal
11446,222,3,8237.01,2,4,4,10,Loyal
11447,243,3,8078.0199999999995,2,4,4,10,Loyal
11448,222,3,8132.009999999999,2,4,4,10,Loyal
11449,219,3,8130.32,2,4,4,10,Loyal
11450,226,3,8173.259999999999,2,4,4,10,Loyal
11451,238,3,8249.49,2,4,4,10,Loyal
11452,231,3,8183.04,2,4,4,10,Loyal
11453,224,3,8176.98,2,4,4,10,Loyal
11454,225,3,8089.04,2,4,4,10,Loyal
11455,243,3,8142.03,2,4,4,10,Loyal
11456,243,3,8224.46,2,4,4,10,Loyal
11457,242,3,8211.48,2,4,4,10,Loyal
11458,11,3,96.89,4,4,2,10,Loyal
11459,225,3,8141.33,2,4,4,10,Loyal
11460,233,3,8137.5199999999995,2,4,4,10,Loyal
11461,192,3,8089.04,2,4,4,10,Loyal
11462,188,3,8116.33,2,4,4,10,Loyal
11463,47,3,47.92,4,4,1,9,Loyal
11464,212,3,8128.509999999999,2,4,4,10,Loyal
11465,200,3,8158.04,2,4,4,10,Loyal
11466,161,3,90.19,3,4,2,9,Loyal
11467,27,3,55.87,4,4,2,10,Loyal
11468,161,3,6959.82,3,4,4,11,Champions
11469,173,1,25.479999999999997,2,1,1,4,Lost
11470,342,2,4344.0882,1,3,4,8,Potential Loyalist
11471,257,1,53.99,2,1,2,5,At Risk
11472,95,3,8165.82,3,4,4,11,Champions
11473,241,1,62.980000000000004,2,1,2,5,At Risk
11474,125,1,49.97,3,1,1,5,At Risk
11475,281,1,69.46,1,1,2,4,Lost
11476,89,1,53.99,3,1,2,6,At Risk
11477,126,1,34.99,3,1,1,5,At Risk
11478,285,1,53.99,1,1,2,4,Lost
11479,250,3,4970.6096,2,4,4,10,Loyal
11480,188,3,4935.3596,2,4,4,10,Loyal
11481,283,3,4978.048199999999,1,4,4,9,Loyal
11482,141,3,8143.03,3,4,4,11,Champions
11483,194,3,4966.3896,2,4,4,10,Loyal
11484,305,3,4985.3796,1,4,4,9,Loyal
11485,139,3,7048.299999999999,3,4,4,11,Champions
11486,66,1,34.99,4,1,1,6,At Risk
11487,45,1,53.99,4,1,2,7,Potential Loyalist
11488,152,3,8090.33,3,4,4,11,Champions
11489,123,3,8127.509999999999,3,4,4,11,Champions
11490,300,1,53.99,1,1,2,4,Lost
11491,144,3,8158.009999999999,3,4,4,11,Champions
11492,344,2,4404.0782,1,3,4,8,Potential Loyalist
11493,139,3,6958.799999999999,3,4,4,11,Champions
11494,121,3,6973.8099999999995,3,4,4,11,Champions
11495,95,1,13.98,3,1,1,5,At Risk
11496,85,3,7013.789999999999,4,4,4,12,Champions
11497,86,1,34.99,4,1,1,6,At Risk
11498,20,16,561.53,4,4,3,11,Champions
11499,214,2,192.21,2,3,2,7,Potential Loyalist
11500,19,16,654.27,4,4,3,11,Champions
11501,7,16,872.25,4,4,3,11,Champions
11502,2,16,1026.29,4,4,3,11,Champions
11503,52,2,61.78,4,3,2,9,Loyal
11504,271,2,44.57,1,3,1,5,At Risk
11505,36,16,846.77,4,4,3,11,Champions
11506,7,16,748.6,4,4,3,11,Champions
11507,9,16,653.0600000000001,4,4,3,11,Champions
11508,260,2,77.27000000000001,2,3,2,7,Potential Loyalist
11509,184,1,196.29,2,1,2,5,At Risk
11510,34,5,258.15,4,4,2,10,Loyal
11511,322,1,35.0,1,1,1,3,Lost
11512,32,1,2319.99,4,1,3,8,Potential Loyalist
11513,235,1,863.95,2,1,3,6,At Risk
11514,219,1,39.99,2,1,1,4,Lost
11515,284,2,5930.23,1,3,4,8,Potential Loyalist
11516,227,2,5915.54,2,3,4,9,Loyal
11517,159,2,101.76,3,3,2,8,Potential Loyalist
11518,79,2,82.2,4,3,2,9,Loyal
11519,18,16,757.27,4,4,3,11,Champions
11520,10,16,822.97,4,4,3,11,Champions
11521,83,2,44.57,4,3,1,8,Potential Loyalist
11522,362,2,5888.24,1,3,4,8,Potential Loyalist
11523,348,1,2376.9599999999996,1,1,3,5,At Risk
11524,104,2,42.28,3,3,1,7,Potential Loyalist
