FullDate,DateKey,Year,Quarter,QuarterName,Month,MonthName,MonthShort,WeekOfYear,DayOfWeek,DayName,DayOfMonth,IsWeekend,YearMonth,YearQuarter,FiscalYear,FiscalQuarter,IsHoliday,Season
2012-12-21,20121221,2012,4,Q4,12,December,Dec,51,5,Friday,21,0,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-22,20121222,2012,4,Q4,12,December,Dec,51,6,Saturday,22,1,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-23,20121223,2012,4,Q4,12,December,Dec,51,7,Sunday,23,1,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-24,20121224,2012,4,Q4,12,December,Dec,52,1,Monday,24,0,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-25,20121225,2012,4,Q4,12,December,Dec,52,2,Tuesday,25,0,2012-12,2012-Q4,FY2012,FQ2,1,Winter
2012-12-26,20121226,2012,4,Q4,12,December,Dec,52,3,Wednesday,26,0,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-27,20121227,2012,4,Q4,12,December,Dec,52,4,Thursday,27,0,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-28,20121228,2012,4,Q4,12,December,Dec,52,5,Friday,28,0,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-29,20121229,2012,4,Q4,12,December,Dec,52,6,Saturday,29,1,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-30,20121230,2012,4,Q4,12,December,Dec,52,7,Sunday,30,1,2012-12,2012-Q4,FY2012,FQ2,0,Winter
2012-12-31,20121231,2012,4,Q4,12,December,Dec,1,1,Monday,31,0,2012-12,2012-Q4,FY2012,FQ2,1,Winter
2013-01-01,20130101,2013,1,Q1,1,January,Jan,1,2,Tuesday,1,0,2013-01,2013-Q1,FY2012,FQ3,1,Winter
2013-01-02,20130102,2013,1,Q1,1,January,Jan,1,3,Wednesday,2,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-03,20130103,2013,1,Q1,1,January,Jan,1,4,Thursday,3,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-04,20130104,2013,1,Q1,1,January,Jan,1,5,Friday,4,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-05,20130105,2013,1,Q1,1,January,Jan,1,6,Saturday,5,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-06,20130106,2013,1,Q1,1,January,Jan,1,7,Sunday,6,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-07,20130107,2013,1,Q1,1,January,Jan,2,1,Monday,7,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-08,20130108,2013,1,Q1,1,January,Jan,2,2,Tuesday,8,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-09,20130109,2013,1,Q1,1,January,Jan,2,3,Wednesday,9,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-10,20130110,2013,1,Q1,1,January,Jan,2,4,Thursday,10,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-11,20130111,2013,1,Q1,1,January,Jan,2,5,Friday,11,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-12,20130112,2013,1,Q1,1,January,Jan,2,6,Saturday,12,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-13,20130113,2013,1,Q1,1,January,Jan,2,7,Sunday,13,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-14,20130114,2013,1,Q1,1,January,Jan,3,1,Monday,14,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-15,20130115,2013,1,Q1,1,January,Jan,3,2,Tuesday,15,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-16,20130116,2013,1,Q1,1,January,Jan,3,3,Wednesday,16,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-17,20130117,2013,1,Q1,1,January,Jan,3,4,Thursday,17,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-18,20130118,2013,1,Q1,1,January,Jan,3,5,Friday,18,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-19,20130119,2013,1,Q1,1,January,Jan,3,6,Saturday,19,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-20,20130120,2013,1,Q1,1,January,Jan,3,7,Sunday,20,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-21,20130121,2013,1,Q1,1,January,Jan,4,1,Monday,21,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-22,20130122,2013,1,Q1,1,January,Jan,4,2,Tuesday,22,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-23,20130123,2013,1,Q1,1,January,Jan,4,3,Wednesday,23,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-24,20130124,2013,1,Q1,1,January,Jan,4,4,Thursday,24,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-25,20130125,2013,1,Q1,1,January,Jan,4,5,Friday,25,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-26,20130126,2013,1,Q1,1,January,Jan,4,6,Saturday,26,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-27,20130127,2013,1,Q1,1,January,Jan,4,7,Sunday,27,1,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-28,20130128,2013,1,Q1,1,January,Jan,5,1,Monday,28,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-29,20130129,2013,1,Q1,1,January,Jan,5,2,Tuesday,29,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-30,20130130,2013,1,Q1,1,January,Jan,5,3,Wednesday,30,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-01-31,20130131,2013,1,Q1,1,January,Jan,5,4,Thursday,31,0,2013-01,2013-Q1,FY2012,FQ3,0,Winter
2013-02-01,20130201,2013,1,Q1,2,February,Feb,5,5,Friday,1,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-02,20130202,2013,1,Q1,2,February,Feb,5,6,Saturday,2,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-03,20130203,2013,1,Q1,2,February,Feb,5,7,Sunday,3,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-04,20130204,2013,1,Q1,2,February,Feb,6,1,Monday,4,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-05,20130205,2013,1,Q1,2,February,Feb,6,2,Tuesday,5,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-06,20130206,2013,1,Q1,2,February,Feb,6,3,Wednesday,6,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-07,20130207,2013,1,Q1,2,February,Feb,6,4,Thursday,7,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-08,20130208,2013,1,Q1,2,February,Feb,6,5,Friday,8,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-09,20130209,2013,1,Q1,2,February,Feb,6,6,Saturday,9,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-10,20130210,2013,1,Q1,2,February,Feb,6,7,Sunday,10,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-11,20130211,2013,1,Q1,2,February,Feb,7,1,Monday,11,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-12,20130212,2013,1,Q1,2,February,Feb,7,2,Tuesday,12,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-13,20130213,2013,1,Q1,2,February,Feb,7,3,Wednesday,13,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-14,20130214,2013,1,Q1,2,February,Feb,7,4,Thursday,14,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-15,20130215,2013,1,Q1,2,February,Feb,7,5,Friday,15,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-16,20130216,2013,1,Q1,2,February,Feb,7,6,Saturday,16,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-17,20130217,2013,1,Q1,2,February,Feb,7,7,Sunday,17,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-18,20130218,2013,1,Q1,2,February,Feb,8,1,Monday,18,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-19,20130219,2013,1,Q1,2,February,Feb,8,2,Tuesday,19,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-20,20130220,2013,1,Q1,2,February,Feb,8,3,Wednesday,20,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-21,20130221,2013,1,Q1,2,February,Feb,8,4,Thursday,21,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-22,20130222,2013,1,Q1,2,February,Feb,8,5,Friday,22,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-23,20130223,2013,1,Q1,2,February,Feb,8,6,Saturday,23,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-24,20130224,2013,1,Q1,2,February,Feb,8,7,Sunday,24,1,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-25,20130225,2013,1,Q1,2,February,Feb,9,1,Monday,25,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-26,20130226,2013,1,Q1,2,February,Feb,9,2,Tuesday,26,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-27,20130227,2013,1,Q1,2,February,Feb,9,3,Wednesday,27,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-02-28,20130228,2013,1,Q1,2,February,Feb,9,4,Thursday,28,0,2013-02,2013-Q1,FY2012,FQ3,0,Winter
2013-03-01,20130301,2013,1,Q1,3,March,Mar,9,5,Friday,1,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-02,20130302,2013,1,Q1,3,March,Mar,9,6,Saturday,2,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-03,20130303,2013,1,Q1,3,March,Mar,9,7,Sunday,3,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-04,20130304,2013,1,Q1,3,March,Mar,10,1,Monday,4,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-05,20130305,2013,1,Q1,3,March,Mar,10,2,Tuesday,5,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-06,20130306,2013,1,Q1,3,March,Mar,10,3,Wednesday,6,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-07,20130307,2013,1,Q1,3,March,Mar,10,4,Thursday,7,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-08,20130308,2013,1,Q1,3,March,Mar,10,5,Friday,8,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-09,20130309,2013,1,Q1,3,March,Mar,10,6,Saturday,9,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-10,20130310,2013,1,Q1,3,March,Mar,10,7,Sunday,10,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-11,20130311,2013,1,Q1,3,March,Mar,11,1,Monday,11,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-12,20130312,2013,1,Q1,3,March,Mar,11,2,Tuesday,12,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-13,20130313,2013,1,Q1,3,March,Mar,11,3,Wednesday,13,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-14,20130314,2013,1,Q1,3,March,Mar,11,4,Thursday,14,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-15,20130315,2013,1,Q1,3,March,Mar,11,5,Friday,15,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-16,20130316,2013,1,Q1,3,March,Mar,11,6,Saturday,16,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-17,20130317,2013,1,Q1,3,March,Mar,11,7,Sunday,17,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-18,20130318,2013,1,Q1,3,March,Mar,12,1,Monday,18,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-19,20130319,2013,1,Q1,3,March,Mar,12,2,Tuesday,19,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-20,20130320,2013,1,Q1,3,March,Mar,12,3,Wednesday,20,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-21,20130321,2013,1,Q1,3,March,Mar,12,4,Thursday,21,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-22,20130322,2013,1,Q1,3,March,Mar,12,5,Friday,22,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-23,20130323,2013,1,Q1,3,March,Mar,12,6,Saturday,23,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-24,20130324,2013,1,Q1,3,March,Mar,12,7,Sunday,24,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-25,20130325,2013,1,Q1,3,March,Mar,13,1,Monday,25,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-26,20130326,2013,1,Q1,3,March,Mar,13,2,Tuesday,26,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-27,20130327,2013,1,Q1,3,March,Mar,13,3,Wednesday,27,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-28,20130328,2013,1,Q1,3,March,Mar,13,4,Thursday,28,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-29,20130329,2013,1,Q1,3,March,Mar,13,5,Friday,29,0,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-30,20130330,2013,1,Q1,3,March,Mar,13,6,Saturday,30,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-03-31,20130331,2013,1,Q1,3,March,Mar,13,7,Sunday,31,1,2013-03,2013-Q1,FY2012,FQ3,0,Spring
2013-04-01,20130401,2013,2,Q2,4,April,Apr,14,1,Monday,1,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-02,20130402,2013,2,Q2,4,April,Apr,14,2,Tuesday,2,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-03,20130403,2013,2,Q2,4,April,Apr,14,3,Wednesday,3,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-04,20130404,2013,2,Q2,4,April,Apr,14,4,Thursday,4,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-05,20130405,2013,2,Q2,4,April,Apr,14,5,Friday,5,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-06,20130406,2013,2,Q2,4,April,Apr,14,6,Saturday,6,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-07,20130407,2013,2,Q2,4,April,Apr,14,7,Sunday,7,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-08,20130408,2013,2,Q2,4,April,Apr,15,1,Monday,8,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-09,20130409,2013,2,Q2,4,April,Apr,15,2,Tuesday,9,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-10,20130410,2013,2,Q2,4,April,Apr,15,3,Wednesday,10,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-11,20130411,2013,2,Q2,4,April,Apr,15,4,Thursday,11,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-12,20130412,2013,2,Q2,4,April,Apr,15,5,Friday,12,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-13,20130413,2013,2,Q2,4,April,Apr,15,6,Saturday,13,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-14,20130414,2013,2,Q2,4,April,Apr,15,7,Sunday,14,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-15,20130415,2013,2,Q2,4,April,Apr,16,1,Monday,15,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-16,20130416,2013,2,Q2,4,April,Apr,16,2,Tuesday,16,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-17,20130417,2013,2,Q2,4,April,Apr,16,3,Wednesday,17,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-18,20130418,2013,2,Q2,4,April,Apr,16,4,Thursday,18,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-19,20130419,2013,2,Q2,4,April,Apr,16,5,Friday,19,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-20,20130420,2013,2,Q2,4,April,Apr,16,6,Saturday,20,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-21,20130421,2013,2,Q2,4,April,Apr,16,7,Sunday,21,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-22,20130422,2013,2,Q2,4,April,Apr,17,1,Monday,22,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-23,20130423,2013,2,Q2,4,April,Apr,17,2,Tuesday,23,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-24,20130424,2013,2,Q2,4,April,Apr,17,3,Wednesday,24,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-25,20130425,2013,2,Q2,4,April,Apr,17,4,Thursday,25,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-26,20130426,2013,2,Q2,4,April,Apr,17,5,Friday,26,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-27,20130427,2013,2,Q2,4,April,Apr,17,6,Saturday,27,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-28,20130428,2013,2,Q2,4,April,Apr,17,7,Sunday,28,1,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-29,20130429,2013,2,Q2,4,April,Apr,18,1,Monday,29,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-04-30,20130430,2013,2,Q2,4,April,Apr,18,2,Tuesday,30,0,2013-04,2013-Q2,FY2012,FQ4,0,Spring
2013-05-01,20130501,2013,2,Q2,5,May,May,18,3,Wednesday,1,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-02,20130502,2013,2,Q2,5,May,May,18,4,Thursday,2,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-03,20130503,2013,2,Q2,5,May,May,18,5,Friday,3,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-04,20130504,2013,2,Q2,5,May,May,18,6,Saturday,4,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-05,20130505,2013,2,Q2,5,May,May,18,7,Sunday,5,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-06,20130506,2013,2,Q2,5,May,May,19,1,Monday,6,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-07,20130507,2013,2,Q2,5,May,May,19,2,Tuesday,7,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-08,20130508,2013,2,Q2,5,May,May,19,3,Wednesday,8,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-09,20130509,2013,2,Q2,5,May,May,19,4,Thursday,9,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-10,20130510,2013,2,Q2,5,May,May,19,5,Friday,10,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-11,20130511,2013,2,Q2,5,May,May,19,6,Saturday,11,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-12,20130512,2013,2,Q2,5,May,May,19,7,Sunday,12,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-13,20130513,2013,2,Q2,5,May,May,20,1,Monday,13,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-14,20130514,2013,2,Q2,5,May,May,20,2,Tuesday,14,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-15,20130515,2013,2,Q2,5,May,May,20,3,Wednesday,15,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-16,20130516,2013,2,Q2,5,May,May,20,4,Thursday,16,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-17,20130517,2013,2,Q2,5,May,May,20,5,Friday,17,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-18,20130518,2013,2,Q2,5,May,May,20,6,Saturday,18,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-19,20130519,2013,2,Q2,5,May,May,20,7,Sunday,19,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-20,20130520,2013,2,Q2,5,May,May,21,1,Monday,20,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-21,20130521,2013,2,Q2,5,May,May,21,2,Tuesday,21,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-22,20130522,2013,2,Q2,5,May,May,21,3,Wednesday,22,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-23,20130523,2013,2,Q2,5,May,May,21,4,Thursday,23,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-24,20130524,2013,2,Q2,5,May,May,21,5,Friday,24,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-25,20130525,2013,2,Q2,5,May,May,21,6,Saturday,25,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-26,20130526,2013,2,Q2,5,May,May,21,7,Sunday,26,1,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-27,20130527,2013,2,Q2,5,May,May,22,1,Monday,27,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-28,20130528,2013,2,Q2,5,May,May,22,2,Tuesday,28,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-29,20130529,2013,2,Q2,5,May,May,22,3,Wednesday,29,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-30,20130530,2013,2,Q2,5,May,May,22,4,Thursday,30,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-05-31,20130531,2013,2,Q2,5,May,May,22,5,Friday,31,0,2013-05,2013-Q2,FY2012,FQ4,0,Spring
2013-06-01,20130601,2013,2,Q2,6,June,Jun,22,6,Saturday,1,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-02,20130602,2013,2,Q2,6,June,Jun,22,7,Sunday,2,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-03,20130603,2013,2,Q2,6,June,Jun,23,1,Monday,3,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-04,20130604,2013,2,Q2,6,June,Jun,23,2,Tuesday,4,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-05,20130605,2013,2,Q2,6,June,Jun,23,3,Wednesday,5,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-06,20130606,2013,2,Q2,6,June,Jun,23,4,Thursday,6,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-07,20130607,2013,2,Q2,6,June,Jun,23,5,Friday,7,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-08,20130608,2013,2,Q2,6,June,Jun,23,6,Saturday,8,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-09,20130609,2013,2,Q2,6,June,Jun,23,7,Sunday,9,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-10,20130610,2013,2,Q2,6,June,Jun,24,1,Monday,10,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-11,20130611,2013,2,Q2,6,June,Jun,24,2,Tuesday,11,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-12,20130612,2013,2,Q2,6,June,Jun,24,3,Wednesday,12,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-13,20130613,2013,2,Q2,6,June,Jun,24,4,Thursday,13,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-14,20130614,2013,2,Q2,6,June,Jun,24,5,Friday,14,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-15,20130615,2013,2,Q2,6,June,Jun,24,6,Saturday,15,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-16,20130616,2013,2,Q2,6,June,Jun,24,7,Sunday,16,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-17,20130617,2013,2,Q2,6,June,Jun,25,1,Monday,17,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-18,20130618,2013,2,Q2,6,June,Jun,25,2,Tuesday,18,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-19,20130619,2013,2,Q2,6,June,Jun,25,3,Wednesday,19,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-20,20130620,2013,2,Q2,6,June,Jun,25,4,Thursday,20,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-21,20130621,2013,2,Q2,6,June,Jun,25,5,Friday,21,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-22,20130622,2013,2,Q2,6,June,Jun,25,6,Saturday,22,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-23,20130623,2013,2,Q2,6,June,Jun,25,7,Sunday,23,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-24,20130624,2013,2,Q2,6,June,Jun,26,1,Monday,24,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-25,20130625,2013,2,Q2,6,June,Jun,26,2,Tuesday,25,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-26,20130626,2013,2,Q2,6,June,Jun,26,3,Wednesday,26,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-27,20130627,2013,2,Q2,6,June,Jun,26,4,Thursday,27,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-28,20130628,2013,2,Q2,6,June,Jun,26,5,Friday,28,0,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-29,20130629,2013,2,Q2,6,June,Jun,26,6,Saturday,29,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-06-30,20130630,2013,2,Q2,6,June,Jun,26,7,Sunday,30,1,2013-06,2013-Q2,FY2012,FQ4,0,Summer
2013-07-01,20130701,2013,3,Q3,7,July,Jul,27,1,Monday,1,0,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-02,20130702,2013,3,Q3,7,July,Jul,27,2,Tuesday,2,0,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-03,20130703,2013,3,Q3,7,July,Jul,27,3,Wednesday,3,0,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-04,20130704,2013,3,Q3,7,July,Jul,27,4,Thursday,4,0,2013-07,2013-Q3,FY2013,FQ1,1,Summer
2013-07-05,20130705,2013,3,Q3,7,July,Jul,27,5,Friday,5,0,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-06,20130706,2013,3,Q3,7,July,Jul,27,6,Saturday,6,1,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-07,20130707,2013,3,Q3,7,July,Jul,27,7,Sunday,7,1,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-08,20130708,2013,3,Q3,7,July,Jul,28,1,Monday,8,0,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-09,20130709,2013,3,Q3,7,July,Jul,28,2,Tuesday,9,0,2013-07,2013-Q3,FY2013,FQ1,0,Summer
2013-07-10,20130710,2013,3,Q3,7,July,Jul,28,3,Wednesday,10,0,2013-07,2013-Q3,FY2013,FQ1,0,Summer
